Location name,Latitude,Longitude,Coordinates type,Material identifier,Short references,Original material identifier,Material type,Taxon rank,Taxon name,Reported biological identification,Fish category,Plant metabolism,Context,Relative dating - lower limit,Relative dating - upper limit,Relative dating timescale,Sample identifier,Sample type,Bone,Combustion stage,Dataset DOI,Result type,δ13C (‰vpdb),δ13C (‰vpdb) uncertainty,δ13C uncertainty type,δ15N (‰air),δ15N (‰air) uncertainty,δ15N uncertainty type,δ34S uncertainty type,Country
Petsas House,37.73079,22.75638,exact,2018.001.1816,Price et al. (2017),C-12-2455/A-12-1357,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1918,bone,,,10.48530/isoarch.2018.001,exact,-21,,,4.6,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1817,Price et al. (2017),C-12-2456/A-12-1358,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1919,bone,,,10.48530/isoarch.2018.001,exact,-21,,,4.7,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1818,Price et al. (2017),C-14-0085/A-14-0085,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1920,bone,,,10.48530/isoarch.2018.001,exact,-21.1,,,4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1819,Price et al. (2017),C-14-0086/A-14-0086,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1921,bone,,,10.48530/isoarch.2018.001,exact,-20.2,,,5.4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1820,Price et al. (2017),C-14-0087/A-14-0087,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1922,bone,,,10.48530/isoarch.2018.001,exact,-19.7,,,5.7,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1821,Price et al. (2017),C-14-0090/A-14-0090,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1923,bone,,,10.48530/isoarch.2018.001,exact,-20.8,,,5.3,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1822,Price et al. (2017),C-14-0091/A-14-0091,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1924,bone,,,10.48530/isoarch.2018.001,exact,-20.6,,,3.8,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1823,Price et al. (2017),C-14-0092/A-14-0092,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1925,bone,,,10.48530/isoarch.2018.001,exact,-21.4,,,4.9,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1824,Price et al. (2017),C-14-0093/A-14-0093,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1926,bone,,,10.48530/isoarch.2018.001,exact,-21.3,,,4.1,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1825,Price et al. (2017),C-14-0094/A-14-0094,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1927,bone,,,10.48530/isoarch.2018.001,exact,-21.4,,,4.4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1826,Price et al. (2017),C-14-0095/A-14-0095,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1928,bone,,,10.48530/isoarch.2018.001,exact,-20.7,,,8.3,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1827,Price et al. (2017),C-14-0096/A-14-0096,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1929,bone,,,10.48530/isoarch.2018.001,exact,-20.9,,,5.4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1828,Price et al. (2017),C-14-0097/A-14-0097,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1930,bone,,,10.48530/isoarch.2018.001,exact,-20,,,4.8,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1829,Price et al. (2017),C-14-0098/A-14-0098,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1931,bone,,,10.48530/isoarch.2018.001,exact,-20.5,,,6,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1830,Price et al. (2017),C-14-0099/A-14-0099,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1932,bone,,,10.48530/isoarch.2018.001,exact,-20.5,,,5,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1831,Price et al. (2017),C-14-0100/A-14-0100,animal,species,ovis aries,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1933,bone,,,10.48530/isoarch.2018.001,exact,-21.6,,,4.7,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1832,Price et al. (2017),C-12-2458/A-12-1360,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1934,bone,,,10.48530/isoarch.2018.001,exact,-21.4,,,5.6,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1833,Price et al. (2017),C-12-2459/A-12-1361,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1935,bone,,,10.48530/isoarch.2018.001,exact,-20.6,,,4.9,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1834,Price et al. (2017),C-12-2460/A-12-1362,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1936,bone,,,10.48530/isoarch.2018.001,exact,-21.5,,,4.4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1835,Price et al. (2017),C-12-2461/A-12-1363,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1937,bone,,,10.48530/isoarch.2018.001,exact,-20.5,,,4.3,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1836,Price et al. (2017),C-14-0102/A-14-0102,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1938,bone,,,10.48530/isoarch.2018.001,exact,-20.6,,,4.4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1837,Price et al. (2017),C-14-0103/A-14-0103,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1939,bone,,,10.48530/isoarch.2018.001,exact,-21.1,,,4.4,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.194,McConnan Borstad (2013),HF-01,animal,genus,bos,,,,archaeological,-400,-200,BCE/CE,2018.001.194,bone,metacarpal,,10.48530/isoarch.2018.001,exact,-22.8,,,5.3,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1838,Price et al. (2017),C-14-0105/A-14-0105,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1940,bone,,,10.48530/isoarch.2018.001,exact,-20.9,,,2.9,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1839,Price et al. (2017),C-14-0106/A-14-0106,animal,family,bovidae,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1941,bone,,,10.48530/isoarch.2018.001,exact,-21,,,7.5,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1840,Price et al. (2017),C-12-2445/A-12-1347,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1942,bone,,,10.48530/isoarch.2018.001,exact,-20.4,,,6.9,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1841,Price et al. (2017),C-12-2446/A-12-1348,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1943,bone,,,10.48530/isoarch.2018.001,exact,-20.8,,,3.9,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1842,Price et al. (2017),C-12-2447/A-12-1349,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1944,bone,,,10.48530/isoarch.2018.001,exact,-20.6,,,6.2,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1843,Price et al. (2017),C-12-2448/A-12-1350,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1945,bone,,,10.48530/isoarch.2018.001,exact,-19.8,,,6.2,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1844,Price et al. (2017),C-12-2449/A-12-1351,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1946,bone,,,10.48530/isoarch.2018.001,exact,-18.2,,,9.7,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1845,Price et al. (2017),C-12-2450/A-12-1352,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1947,bone,,,10.48530/isoarch.2018.001,exact,-20.2,,,10.4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1846,Price et al. (2017),C-12-2451/A-12-1353,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1948,bone,,,10.48530/isoarch.2018.001,exact,-19.8,,,8.1,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1847,Price et al. (2017),C-14-0107/A-14-0107,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1949,bone,,,10.48530/isoarch.2018.001,exact,-21.1,,,5.2,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.195,McConnan Borstad (2013),HF-02,animal,genus,bos,,,,archaeological,-400,-200,BCE/CE,2018.001.195,bone,phalanx,,10.48530/isoarch.2018.001,exact,-22.8,,,4.4,,,,Greece
Petsas House,37.73079,22.75638,exact,2018.001.1848,Price et al. (2017),C-14-0109/A-14-0109,animal,species,sus scrofa,,,,archaeological,-1400,-1300,BCE/CE,2018.001.1950,bone,,,10.48530/isoarch.2018.001,exact,-21.2,,,5.1,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1849,Price et al. (2017),C-14-0008/A-14-0008,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1951,bone,,,10.48530/isoarch.2018.001,exact,-18.8,,,9,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1850,Price et al. (2017),C-14-0009/A-14-0009,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1952,bone,,,10.48530/isoarch.2018.001,exact,-20.1,,,6.7,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1851,Price et al. (2017),C-14-0003/A-14-0003,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1953,bone,,,10.48530/isoarch.2018.001,exact,-21,,,4.1,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1852,Price et al. (2017),C-14-0004/A-14-0004,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1954,bone,,,10.48530/isoarch.2018.001,exact,-19.9,,,6,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1853,Price et al. (2017),C-14-0007/A-14-0007,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1955,bone,,,10.48530/isoarch.2018.001,exact,-20.2,,,4.7,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1854,Price et al. (2017),C-14-0010/A-14-0010,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1956,bone,,,10.48530/isoarch.2018.001,exact,-20,,,7.3,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1855,Price et al. (2017),C-14-0011/A-14-0011,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1957,bone,,,10.48530/isoarch.2018.001,exact,-21,,,3.7,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1856,Price et al. (2017),C-14-0001/A-14-0001,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1958,bone,,,10.48530/isoarch.2018.001,exact,-21,,,4.3,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1857,Price et al. (2017),C-14-0005/A-14-0005,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1959,bone,,,10.48530/isoarch.2018.001,exact,-20,,,5.8,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.196,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),HF-03,animal,genus,bos,,,,archaeological,-400,-200,BCE/CE,2018.001.196,bone,phalanx,,10.48530/isoarch.2018.001,exact,-20.5,,,7,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1858,Price et al. (2017),C-14-0006/A-14-0006,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1960,bone,,,10.48530/isoarch.2018.001,exact,-20.8,,,6.1,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1859,Price et al. (2017),C-14-0002/A-14-0002,animal,species,bos taurus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1961,bone,,,10.48530/isoarch.2018.001,exact,-19.8,,,8.6,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1860,Price et al. (2017),C-14-0020/A-14-0020,animal,species,capra hircus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1962,bone,,,10.48530/isoarch.2018.001,exact,-21.2,,,6,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1861,Price et al. (2017),C-14-0017/A-14-0017,animal,species,capra hircus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1963,bone,,,10.48530/isoarch.2018.001,exact,-20.4,,,5,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1862,Price et al. (2017),C-14-0019/A-14-0019,animal,species,capra hircus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1964,bone,,,10.48530/isoarch.2018.001,exact,-20.9,,,4.3,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1863,Price et al. (2017),C-14-0021/A-14-0021,animal,species,capra hircus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1965,bone,,,10.48530/isoarch.2018.001,exact,-21,,,5.8,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1864,Price et al. (2017),C-14-0016/A-14-0016,animal,species,capra hircus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1966,bone,,,10.48530/isoarch.2018.001,exact,-21.3,,,3.6,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1865,Price et al. (2017),C-14-0018/A-14-0018,animal,species,capra hircus,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1967,bone,,,10.48530/isoarch.2018.001,exact,-18.9,,,7.3,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1866,Price et al. (2017),C-14-0032/A-14-0032,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1968,bone,,,10.48530/isoarch.2018.001,exact,-20.6,,,5,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1867,Price et al. (2017),C-14-0031/A-14-0031,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1969,bone,,,10.48530/isoarch.2018.001,exact,-21.1,,,3.9,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.197,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),HF-04,animal,genus,bos,,,,archaeological,-400,-200,BCE/CE,2018.001.197,bone,phalanx,,10.48530/isoarch.2018.001,exact,-21.2,,,3.9,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1868,Price et al. (2017),C-14-0033/A-14-0033,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1970,bone,,,10.48530/isoarch.2018.001,exact,-20.7,,,4.8,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1869,Price et al. (2017),C-14-0034/A-14-0034,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1971,bone,,,10.48530/isoarch.2018.001,exact,-20.1,,,6.1,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1870,Price et al. (2017),C-14-0036/A-14-0036,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1972,bone,,,10.48530/isoarch.2018.001,exact,-20.6,,,6.5,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1871,Price et al. (2017),C-14-0037/A-14-0037,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1973,bone,,,10.48530/isoarch.2018.001,exact,-20,,,6.2,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1872,Price et al. (2017),C-14-0038/A-14-0038,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1974,bone,,,10.48530/isoarch.2018.001,exact,-20.2,,,7.1,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1873,Price et al. (2017),C-14-0027/A-14-0027,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1975,bone,,,10.48530/isoarch.2018.001,exact,-20.7,,,4.8,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1874,Price et al. (2017),C-14-0028/A-14-0028,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1976,bone,,,10.48530/isoarch.2018.001,exact,-20.8,,,4.4,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1875,Price et al. (2017),C-14-0029/A-14-0029,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1977,bone,,,10.48530/isoarch.2018.001,exact,-20.3,,,7.4,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1876,Price et al. (2017),C-14-0035/A-14-0035,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1978,bone,,,10.48530/isoarch.2018.001,exact,-20.9,,,4.4,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1877,Price et al. (2017),C-14-0030/A-14-0030,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1979,bone,,,10.48530/isoarch.2018.001,exact,-19.3,,,5.4,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.198,McConnan Borstad (2013),HF-05,animal,genus,bos,,,,archaeological,-400,-200,BCE/CE,2018.001.198,bone,tibia,,10.48530/isoarch.2018.001,exact,-21.8,,,5.1,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1878,Price et al. (2017),C-14-0051/A-14-0051,animal,species,ovis aries,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1980,bone,,,10.48530/isoarch.2018.001,exact,-19.7,,,4.7,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1879,Price et al. (2017),C-14-0047/A-14-0047,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1981,bone,,,10.48530/isoarch.2018.001,exact,-19.2,,,5.6,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1880,Price et al. (2017),C-14-0042/A-14-0042,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1982,bone,,,10.48530/isoarch.2018.001,exact,-20.5,,,7.8,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1881,Price et al. (2017),C-14-0043/A-14-0043,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1983,bone,,,10.48530/isoarch.2018.001,exact,-20.5,,,8.3,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1882,Price et al. (2017),C-14-0041/A-14-0041,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1984,bone,,,10.48530/isoarch.2018.001,exact,-20.7,,,6.9,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1883,Price et al. (2017),C-14-0046/A-14-0046,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1985,bone,,,10.48530/isoarch.2018.001,exact,-19.5,,,7.6,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1884,Price et al. (2017),C-14-0049/A-14-0049,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1986,bone,,,10.48530/isoarch.2018.001,exact,-20.3,,,7,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1885,Price et al. (2017),C-14-0050/A-14-0050,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1987,bone,,,10.48530/isoarch.2018.001,exact,-20.8,,,6.4,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1886,Price et al. (2017),C-14-0040/A-14-0040,animal,family,bovidae,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1988,bone,,,10.48530/isoarch.2018.001,exact,-20.8,,,8.1,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1887,Price et al. (2017),C-14-0055/A-14-0055,animal,species,sus scrofa,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1989,bone,,,10.48530/isoarch.2018.001,exact,-20.2,,,5,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.199,McConnan Borstad (2013),HF-06,animal,genus,sus,,,,archaeological,-400,-200,BCE/CE,2018.001.199,bone,phalanx,,10.48530/isoarch.2018.001,exact,-25.8,,,3.3,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1888,Price et al. (2017),C-14-0057/A-14-0057,animal,species,sus scrofa,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1990,bone,,,10.48530/isoarch.2018.001,exact,-20.4,,,4.8,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1889,Price et al. (2017),C-14-0053/A-14-0053,animal,species,sus scrofa,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1991,bone,,,10.48530/isoarch.2018.001,exact,-19.5,,,6.9,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1890,Price et al. (2017),C-14-0054/A-14-0054,animal,species,sus scrofa,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1992,bone,,,10.48530/isoarch.2018.001,exact,-20.4,,,5.2,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1891,Price et al. (2017),C-14-0052/A-14-0052,animal,species,sus scrofa,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1993,bone,,,10.48530/isoarch.2018.001,exact,-19.8,,,6,,,,Greece
Cult Center,37.73079,22.75638,exact,2018.001.1892,Price et al. (2017),C-14-0056/A-14-0056,animal,species,sus scrofa,,,,archaeological,-1300,-1190,BCE/CE,2018.001.1994,bone,,,10.48530/isoarch.2018.001,exact,-20.9,,,4.3,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.200,McConnan Borstad (2013),HF-07,animal,genus,sus,,,,archaeological,-400,-200,BCE/CE,2018.001.200,bone,phalanx,,10.48530/isoarch.2018.001,exact,-23.9,,,6.2,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.201,McConnan Borstad (2013),HF-08,animal,genus,sus,,,,archaeological,-400,-200,BCE/CE,2018.001.201,bone,tarsal,,10.48530/isoarch.2018.001,exact,-25.4,,,7.4,,,,Greece
Perachora cave,38.02943,22.87174,exact,2018.001.1909,Petroutsa (2007),Bird,animal,class,aves,,,,archaeological,-3000,-2100,BCE/CE,2018.001.2011,bone,,,10.48530/isoarch.2018.001,exact,-19,,,8.8,,,,Greece
Perachora cave,38.02943,22.87174,exact,2018.001.1910,Petroutsa (2007),Dog 1,animal,species,canis familiaris,,,,archaeological,-3000,-2100,BCE/CE,2018.001.2012,bone,,,10.48530/isoarch.2018.001,exact,-19,,,6.9,,,,Greece
Perachora cave,38.02943,22.87174,exact,2018.001.1911,Petroutsa (2007),Dog 2,animal,species,canis familiaris,,,,archaeological,-3000,-2100,BCE/CE,2018.001.2013,bone,,,10.48530/isoarch.2018.001,exact,-21.8,,,3,,,,Greece
Perachora cave,38.02943,22.87174,exact,2018.001.1912,Petroutsa (2007),Fox,animal,genus,vulpes,,,,archaeological,-3000,-2100,BCE/CE,2018.001.2014,bone,,,10.48530/isoarch.2018.001,exact,-22.1,,,3.6,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.202,McConnan Borstad (2013),HF-09,animal,genus,sus,,,,archaeological,-400,-200,BCE/CE,2018.001.202,bone,ulna,,10.48530/isoarch.2018.001,exact,-24.9,,,11.8,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.203,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),HF-10,animal,genus,sus,,,,archaeological,-400,-200,BCE/CE,2018.001.203,bone,mandible,,10.48530/isoarch.2018.001,exact,-21,,,4.4,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.204,McConnan Borstad (2013),HF-11,animal,family,bovidae,,,,archaeological,-400,-200,BCE/CE,2018.001.204,bone,scapula,,10.48530/isoarch.2018.001,exact,-24.6,,,6.9,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.205,McConnan Borstad (2013),HF-12,animal,family,bovidae,,,,archaeological,-400,-200,BCE/CE,2018.001.205,bone,scapula,,10.48530/isoarch.2018.001,exact,-24.1,,,6.4,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.206,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),HF-13,animal,family,bovidae,,,,archaeological,-400,-200,BCE/CE,2018.001.206,bone,ulna,,10.48530/isoarch.2018.001,exact,-20.4,,,3.8,,,,Greece
Helike,38.21917,22.13278,exact,2018.001.207,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),HF-14,animal,genus,cervus,,,,archaeological,-400,-200,BCE/CE,2018.001.207,bone,tarsal,,10.48530/isoarch.2018.001,exact,-21.3,,,4.8,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.208,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-01,animal,family,bovidae,,,,archaeological,300,700,BCE/CE,2018.001.208,bone,mandible,,10.48530/isoarch.2018.001,exact,-19.9,,,3,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.209,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-02,animal,family,bovidae,,,,archaeological,300,700,BCE/CE,2018.001.209,bone,mandible,,10.48530/isoarch.2018.001,exact,-19.6,,,3.1,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.210,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-03,animal,family,bovidae,,,,archaeological,300,700,BCE/CE,2018.001.210,bone,mandible,,10.48530/isoarch.2018.001,exact,-20,,,3.1,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.211,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-04,animal,family,bovidae,,,,archaeological,300,700,BCE/CE,2018.001.211,bone,mandible,,10.48530/isoarch.2018.001,exact,-20.2,,,3.8,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.212,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-05,animal,family,bovidae,,,,archaeological,300,700,BCE/CE,2018.001.212,bone,mandible,,10.48530/isoarch.2018.001,exact,-20.3,,,4.6,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.213,McConnan Borstad (2013),CRF-06,animal,genus,canis,,,,archaeological,300,700,BCE/CE,2018.001.213,bone,ulna,,10.48530/isoarch.2018.001,exact,-18.9,,,8.4,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.214,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-07,animal,genus,canis,,,,archaeological,300,700,BCE/CE,2018.001.214,bone,ulna,,10.48530/isoarch.2018.001,exact,-19.2,,,8.6,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.215,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-08,animal,genus,canis,,,,archaeological,300,700,BCE/CE,2018.001.215,bone,ulna,,10.48530/isoarch.2018.001,exact,-19.5,,,10.3,,,,Greece
Corinth,37.90535,22.88019,exact,2018.001.216,McConnan Borstad (2013); Mcconnan Borstad et al. (2018),CRF-09,animal,genus,canis,,,,archaeological,300,700,BCE/CE,2018.001.216,bone,ulna,,10.48530/isoarch.2018.001,exact,-19.6,,,8.8,,,,Greece
